,Zip Code,Venue ID,Venue Name,Venue Category,Venue Lat,Venue Long
487,19118,4a6b229af964a52009ce1fe3,High Point Cafe,Café,40.04634234328383,-75.19590220363226
488,19118,4abe6d36f964a520828d20e3,Cosimo's Pizza Cafe,Pizza Place,40.077157881520336,-75.2084566438374
489,19118,5411e7b7498edd6d453fc219,Malelani cafe,Mediterranean Restaurant,40.05314704951357,-75.1861188106294
490,19118,5e9b01a317ca5f0007f04398,Chipotle Mexican Grill,Mexican Restaurant,40.0635765,-75.238235
491,19118,4bc0b2c32a89ef3ba3f0f088,Fairlane Grill,Diner,40.091679,-75.214867
492,19118,4f1c1b1be4b0f67a97697c95,Little Jimmie's Bakery Cafe',Bakery,40.051414451183,-75.1850006027188
493,19118,4c1118ac6b7e2d7f3aac2835,Dunkin',Donut Shop,40.06723153203835,-75.17827104658613
494,19118,4c1eaf1bb306c928d57767b7,Maria's Ristorante,Italian Restaurant,40.05669993734317,-75.23625273437834
495,19118,4be6e8212468c9281fcd0143,Toto's Pizzeria,Pizza Place,40.04357029034545,-75.1908096336729
496,19118,4d8a4d921508a1433ee3211e,Tony's Pizza City,Pizza Place,40.08230316105886,-75.18932779608281
497,19118,4bb62694941ad13a27f61ee3,Lennie's Hoagies,Sandwich Place,40.034689125840465,-75.21649098690524
498,19118,4bca0ade0687ef3b371cdbcc,Platinum Grille,American Restaurant,40.07276081486678,-75.19468577556653
499,19118,4dfbdc71d22d879302f35e0a,From The Boot,Italian Restaurant,40.08688914452706,-75.25222999264503
500,19118,50f83497e4b0768655e0eaaf,Jyoti,Indian Restaurant,40.06044267121043,-75.19133328690361
501,19118,4abf8183f964a520ed9020e3,Fiesta Pizza III,Pizza Place,40.07509878960499,-75.2048135895523
502,19118,4b394c19f964a5201a5a25e3,The Persian Grille,Middle Eastern Restaurant,40.08555858440596,-75.2505322400521
503,19118,523b776f11d298d7c0ae1ef4,Mt Airy Street Fare,Food Truck,40.0601278909195,-75.18716679252024
504,19118,4b9fe403f964a520004837e3,Saladworks,Salad Place,40.06430134376469,-75.2374071976725
505,19118,549a0ff8498e3fb73078d001,Trattoria Moma,Italian Restaurant,40.059709999999995,-75.189911
506,19118,54996aae498ef56f91847f35,Taylor's Cafe,American Restaurant,40.03439113736668,-75.21638063745445
507,19118,4d6ed3ed5b5ca1cd56ce6344,Stella Sera,Italian Restaurant,40.077085,-75.208749
508,19118,554fe748498ea1262ec7a9b3,Biryani Bowl,Indian Restaurant,40.07344564742198,-75.19794939047704
509,19118,4bd6165b4e32d13a2d10c280,Tony Roni's Pizza Roxborough,Pizza Place,40.04536,-75.232722
510,19118,4d8e7c2c5091a1cd15819101,Mica,American Restaurant,40.07677741117009,-75.20763442071515
511,19118,4c5d7d066147be9a64149209,Kim's Trio Delight Cafe,Café,40.05204688879754,-75.1854487533013
512,19118,4bb67158941ad13a6c701fe3,Chef Ken's Cafe,Southern / Soul Food Restaurant,40.05932144714063,-75.19034085605279
513,19118,40b28c80f964a520d5f91ee3,Adobe Cafe,Mexican Restaurant,40.0343805716533,-75.21925831459981
